-0.289, -0.023, -0.0085, 0.0155, 0.052, 0.015, 0.0285, -0.02, -0.0565, -0.097,  
-0.49081, -0.0293939, -0.00747868, 0.0341196, 0.113922, 0.0330515, 0.074702, -0.0226924, -0.0738073, -0.146638,  
-0.641705, -0.0269853, -0.0014309, 0.0541808, 0.180398, 0.0526057, 0.129563, -0.0160323, -0.0702658, -0.170365,  
-0.761578, -0.0199037, 0.00724228, 0.0748001, 0.248602, 0.0728409, 0.188325, -0.00425975, -0.0556165, -0.179635,  
-0.861528, -0.0103679, 0.0172326, 0.0954985, 0.317001, 0.0933093, 0.248424, 0.0103299, -0.035107, -0.180636,  
-0.948084, 0.000362794, 0.0277885, 0.116001, 0.384712, 0.113752, 0.308399, 0.026425, -0.0117158, -0.176894,  
-1.02526, 0.0115445, 0.0384622, 0.136145, 0.451212, 0.134015, 0.36739, 0.0432446, 0.0128018, -0.170504,  
-1.09562, 0.0227307, 0.0489841, 0.155836, 0.516194, 0.154005, 0.424894, 0.0603132, 0.0373962, -0.162739,  
-1.16081, 0.0336558, 0.0591943, 0.175022, 0.579489, 0.173667, 0.480627, 0.0773405, 0.0614455, -0.154377,  
-1.22193, 0.0441672, 0.0690023, 0.193677, 0.641016, 0.192973, 0.534445, 0.0941518, 0.0845949, -0.145891,  
-1.27973, 0.0541847, 0.0783626, 0.211795, 0.700755, 0.211907, 0.586299, 0.110646, 0.106659, -0.137559,  
-1.33472, 0.0636738, 0.0872584, 0.229381, 0.758725, 0.230469, 0.636196, 0.126767, 0.127557, -0.129537,  
-1.38726, 0.0726285, 0.0956905, 0.246449, 0.814968, 0.248661, 0.684179, 0.14249, 0.147277, -0.121903,  
-1.43761, 0.0810604, 0.103671, 0.263016, 0.869542, 0.266491, 0.730317, 0.157807, 0.165844, -0.114689,  
-1.48598, 0.088991, 0.111218, 0.279101, 0.922514, 0.283971, 0.774688, 0.172723, 0.183307, -0.107898,  
-1.53251, 0.0964469, 0.118354, 0.294726, 0.973954, 0.301112, 0.817375, 0.187246, 0.199727, -0.101517,  
-1.57733, 0.103457, 0.125101, 0.309912, 1.02393, 0.317927, 0.858465, 0.201391, 0.215169, -0.0955234,  
-1.62056, 0.110051, 0.131482, 0.32468, 1.07252, 0.334427, 0.898041, 0.215172, 0.229699, -0.0898911,  
-1.66228, 0.116258, 0.13752, 0.33905, 1.11977, 0.350626, 0.936185, 0.228604, 0.24338, -0.0845927,  
-1.70259, 0.122105, 0.143236, 0.353041, 1.16577, 0.366535, 0.972975, 0.241703, 0.256275, -0.0796014,  
-1.74155, 0.127617, 0.148651, 0.366672, 1.21057, 0.382165, 1.00848, 0.254484, 0.268439, -0.0748917,  
-1.77925, 0.132818, 0.153783, 0.37996, 1.25422, 0.397527, 1.04278, 0.26696, 0.279925, -0.0704399,  
-1.81573, 0.13773, 0.158651, 0.392921, 1.29679, 0.412633, 1.07593, 0.279144, 0.290783, -0.0662243,  
-1.85107, 0.142375, 0.16327, 0.405571, 1.33832, 0.42749, 1.10799, 0.291048, 0.301056, -0.0622253,  
-1.88532, 0.146769, 0.167656, 0.417925, 1.37885, 0.442109, 1.13902, 0.302684, 0.310786, -0.0584249,  
-1.91854, 0.150931, 0.171823, 0.429996, 1.41845, 0.456499, 1.16908, 0.314063, 0.32001, -0.0548073,  
-1.95077, 0.154876, 0.175784, 0.441796, 1.45713, 0.470667, 1.1982, 0.325194, 0.328763, -0.051358,  
-1.98206, 0.158618, 0.17955, 0.453338, 1.49496, 0.484622, 1.22644, 0.336086, 0.337076, -0.0480639,  
-2.01245, 0.162172, 0.183133, 0.464633, 1.53195, 0.49837, 1.25385, 0.346749, 0.344978, -0.0449134,  
-2.04199, 0.165548, 0.186544, 0.475692, 1.56816, 0.511919, 1.28045, 0.357191, 0.352496, -0.0418959,  
