-0.289, -0.023, -0.00850074, 0.0155001, 0.0520004, 0.0150001, 0.0285, -0.02, -0.0565001, -0.0970009, 
-0.501901, -0.0314829, -0.00868718, 0.0337219, 0.112656, 0.0326623, 0.0724527, -0.0248789, -0.0787511, -0.152597, 
-0.66564, -0.0312588, -0.00391693, 0.0534028, 0.177925, 0.0518241, 0.125071, -0.0205622, -0.080418, -0.18272, 
-0.797014, -0.0258734, 0.00375443, 0.0737786, 0.245362, 0.0717765, 0.182243, -0.0106826, -0.0698527, -0.197152, 
-0.90646, -0.0174731, 0.0130732, 0.0943867, 0.313486, 0.0920891, 0.241486, 0.00254995, -0.0521206, -0.201847, 
-1.00061, -0.0073842, 0.0232586, 0.114941, 0.381381, 0.112494, 0.301266, 0.017761, -0.0303529, -0.200504, 
-1.08376, 0.00355696, 0.0338157, 0.135263, 0.44847, 0.132819, 0.360623, 0.0340785, -0.0065222, -0.195467, 
-1.15879, 0.0148175, 0.0444269, 0.155239, 0.514393, 0.152957, 0.418952, 0.0509409, 0.018116, -0.188245, 
-1.22763, 0.0260572, 0.0548917, 0.174801, 0.578926, 0.172841, 0.47588, 0.0679852, 0.0427628, -0.179819, 
-1.2916, 0.0370621, 0.0650821, 0.193909, 0.641943, 0.192426, 0.531186, 0.0849761, 0.0669165, -0.17082, 
-1.35163, 0.0477014, 0.0749226, 0.212543, 0.703377, 0.211689, 0.584749, 0.101764, 0.0902717, -0.161655, 
-1.40836, 0.0578998, 0.0843691, 0.230696, 0.763209, 0.230617, 0.63652, 0.118256, 0.112652, -0.152584, 
-1.46226, 0.067618, 0.0934005, 0.248369, 0.821443, 0.249207, 0.68649, 0.134397, 0.13397, -0.143762, 
-1.51367, 0.0768416, 0.102012, 0.265571, 0.878104, 0.267459, 0.734684, 0.150158, 0.154189, -0.13528, 
-1.56284, 0.0855713, 0.110207, 0.282312, 0.933231, 0.285377, 0.781143, 0.165525, 0.173313, -0.127186, 
-1.60999, 0.0938181, 0.117994, 0.298607, 0.986867, 0.302969, 0.825922, 0.180495, 0.191367, -0.1195, 
-1.65525, 0.101599, 0.125387, 0.31447, 1.03906, 0.320242, 0.869081, 0.195072, 0.208389, -0.112223, 
-1.69877, 0.108934, 0.132402, 0.329918, 1.08987, 0.337206, 0.910684, 0.209266, 0.224427, -0.105346, 
-1.74065, 0.115845, 0.139055, 0.344964, 1.13934, 0.353869, 0.950797, 0.223086, 0.239533, -0.0988529, 
-1.78099, 0.122356, 0.145364, 0.359627, 1.18752, 0.370242, 0.989484, 0.236547, 0.253756, -0.0927259, 
-1.81987, 0.128488, 0.151345, 0.37392, 1.23447, 0.386332, 1.02681, 0.249659, 0.267148, -0.0869418, 
-1.85737, 0.134263, 0.157015, 0.387859, 1.28023, 0.402151, 1.06283, 0.262436, 0.27976, -0.0814794, 
-1.89356, 0.139703, 0.162389, 0.401457, 1.32485, 0.417705, 1.09761, 0.274891, 0.291638, -0.0763183, 
-1.92849, 0.144828, 0.167483, 0.41473, 1.36838, 0.433005, 1.13121, 0.287037, 0.302827, -0.0714376, 
-1.96224, 0.149656, 0.17231, 0.427689, 1.41085, 0.448058, 1.16367, 0.298885, 0.313372, -0.0668184, 
-1.99485, 0.154205, 0.176887, 0.440347, 1.45232, 0.462873, 1.19505, 0.310446, 0.32331, -0.0624422, 
-2.02638, 0.158493, 0.181225, 0.452717, 1.49281, 0.477456, 1.2254, 0.321733, 0.332681, -0.0582929, 
